id,paragraphs
669,following morning alicent overhears father otto deliver troubling news viserys rhaenyra seen brothel previous night “ coupling ” uncle daemon shocked hurt summons rhaenyra godswood confront rhaenyra admits daemon took town last night drank several tavern dismisses claim anything daemon “ vile accusation ” alicent express doubt claiming targaryens “ queer custom ” insists want help rhaenyra rhaenyra confesses visit brothel daemon refused take home asked insists spectator nothing intimate daemon swears mother ’ memory alicent tell something amiss belief rhaenyra fundamentally telling truth however criticize rhaenyra foolish enough put situation virtue could even come question 6
670,alicent join rattled viserys balcony overlooking city tell rhaenyra denying sex daemon point known deceitful whereas daemon rarely tell full truth thus likely lying told viserys sex rhaenyra viserys baffled daemon claiming thing could possibly serve alicent suggests daemon entire goal simply taunt older brother disinheriting viserys say whatever happened still sense rhaenyra innocent wrongdoing alicent earnestly insists rhaenyra swore remains maiden belief 6
671,alicent approach father leaf city following dismissal hand king saying ’ wish leave belief rhaenyra ’ claim innocence insists otto ’ dogged determination pushing aegon heir ultimately led dismissal otto chides naivety present cold logic situation viserys inevitably dy rhaenyra kill alicent child whether want simply ensure survival ensuing conflict alicent therefore two choice either start plotting secure position court rhaenyra fully commit ingratiating stepdaughter hope rhaenyra take throne make merciful enough towards alicent kill half sibling recognizing truth word alicent break tear father embrace 8
672,alicent go godswood solitude surprised find larys strong compare braavosi flower thrive garden despite removed native climate offer condolence father ’ dismissal implies rhaenyra may facilitated slyly informs rhaenyra given medicinal tea grand maester mellos viserys ’ instruction night otto dismissed alicent realizes unstated implication rhaenyra must received moon tea suspect rhaenyra may lying sex daemon 8
673,viserys rhaenyra return king ’ landing voyage driftmark arrange marriage rhaenyra laenor velaryon alicent ser criston cole summoned chamber rhaenyra ’ sworn protector question rumour rhaenyra daemon sex struggle find word use never mention daemon name shock criston confesses sex rhaenyra night say rhaenyra instigated encounter still fault going along request granted swift execution breaking vow rather gelding drawn torture right king likely subject alicent utterly stunned learn realizes father fundamentally right rhaenyra despite getting detail wrong holding back tear thanks criston honesty tell return duty 8
674,wedding held rhaenyra laenor decided set rhaenyra pursuit throne alicent arrives late deliberately interrupting viserys ’ speech wearing green dress – colour flame hightower burn house hightower call banner war silently make way feast hall save daemon rise presence reach high table give viserys curt peck cheek coldly congratulates rhaenyra referring stepdaughter making clear friendship coldly observes festivity 8
675,rhaenyra laenor start dancing followed several others alicent go uncle lord hobert praise standing tall father ’ shadow affirms oldtown ’ support 8
676,wedding suddenly interrupted fight break ser criston cole ser joffrey lonmouth alicent rest crowd watch horror criston murder joffrey beating face bloody pulp following altercation guest sent away seven day festivity cancelled rhaenyra laenor instead quickly married messy throne room alicent viserys corlys velaryon rhaenys targaryen new hand king lyonel strong attendance 8
677,following ceremony alicent go godswood find ser criston preparing take life front weirwood tree call preventing suicide 8
678,alicent later give birth third child named aemond 7
679,ten year wedding rhaenyra give birth third son alicent immediately order baby brought rhaenyra ’ first two son jacaerys lucerys bear striking resemblance ser harwin strong alicent suspect bastard thus want examine new baby switched another alicent shocked see rhaenyra bring baby insisting resting labour sit king viserys enters room completely missing left forearm due infection joyfully hold new grandson alicent asks intend name baby laenor interjects ahead rhaenyra named “ joffrey ” name alicent note unusual velaryon alicent hand joffrey ser laenor taking note black hair baby ’ head whisper laenor keep trying soon late may get one look like 7
680,later alicent sits daughter helaena private chamber though clearly confused bored alicent try feign interest highly introverted helaena tell insect collection kingsguard drag son aemond room seeing blackened face alicent realizes aemond tried claim dragon scold recklessness humiliated aemond tell boy dressed pig dragon presented alicent lovingly embrace son 7
681,alicent discus incident viserys placing blame rhaenyra ’ son refers “ savage ” viserys gently chides aemond foolish think boy capable wrangling unclaimed young dragon express suspicion may put aemond elder brother aegon alicent broach topic rhaenyra ’ son ’ parentage insisting rhaenyra three bastard child insult viserys house velaryon throne decency viserys tell story black mare mated silver stallion yet foal chestnut brown “ nature thing mysterious work ” tell alicent point unless actually saw mating ’ know brown foal fact viserys knowing consequence implication alicent suggests refuse speak 7
682,alicent vent frustration ser criston cole viserys willfully blind obvious entire court already suspect rhaenyra three son bastard none dare openly say rhaenyra shamelessly impunity continues pursue relationship ser harwin despite everyone knowing truth father always make excuse criston start venting rhaenyra likening spider sucking prey dry calling “ spoiled cunt ” alicent disapproving language attitude glare apologizes express belief honor decency prevail rhaenyra ’ offense end 7
683,alicent enters young aegon private chamber find standing naked masturbating castle window demand know pig incident idea though initially try shift blame rhaenyra ’ son admits brush funny prank moreso prank alicent annoyed aegon worked rhaenyra ’ child brother frustrated son ’ short sightedness reminds aegon thing stand jacaerys rhaenyra ’ heir father impressed tell rhaenyra kill aemond secure place throne aegon innocently say challenge rhaenyra alicent grab face shout challenge simply living breathing king ’ firstborn son existence threat rhaenyra ’ claim 7
684,alicent attends meeting small council discus yet another border dispute house blackwood bracken well new development stepstones triarchy allied dorne rhaenyra disagree every issue rhaenyra wanting take hand interventionist approach alicent prefers delegate issue local lord denies rhaenyra ’ claim garrisoned fortified stepstones leaving saying ’ fund business finished day council rise leave rhaenyra asks stay another issue address council sit back except alicent remains standing rhaenyra say aware recent tension family alicent apologizes offense may given reminds alicent part one house friend peace offering proposes betrothal son heir jace alicent daughter helaena additionally dragon syrax produce new clutch egg gift one aemond though viserys happy proposal alicent incredulous point rhaenyra breast milk leaking dress causing sit back embarrassment flatly say consider proposal 7
685,alicent viserys walk back chamber alicent dismisses rhaenyra ’ proposal one born desperation say ’ insult suggest marry daughter rhaenyra ’ son stopping short saying ’ jace bastard viserys urge accept proposal bring peace royal family alicent sharply say want cold grave 7
686,reach chamber shortly joined lyonel strong come offer resignation hand king recent rumour compromised ability give impartial counsel viserys insists lyonel tell rumour alicent demand honesty hoping hear finally speak truth know viserys however much alicent ’ anger lyonel refuse speak thus viserys refuse accept resignation however allow lyonel escort son harwin harrenhal supposedly prepare inherits lyonel leaf alicent also storm 7
687,alicent go private chamber share lunch lyonel ’ younger son larys strong alicent come rely informant year time however turn inform recent event larys father refused tell king harwin alleged affair rhaenyra remain hand escorting harwin back harrenhal larys say viserys willfully blind truth rhaenyra ’ child alicent refutes suggestion would child alicent lament lack ally court say wish father otto hightower larys point father exactly impartial matter alicent sharply say frustration would partial 7
688,later alicent learns larys lyonel harwin strong killed fire harrenhal quickly deduces larys responsible larys tell simply fulfilling wish – lyonel gone call father back hand however horrified alicent say ’ wish unfazed larys express confidence reward time right alicent stare horror knowing ’ want part murder exposed must comply larys ’ wish 7
689,alicent rest royal court travel driftmark attend funeral laena velaryon father otto reinstated hand king service alicent exchange hard look rhaenyra 9
690,court gather cliffside courtyard high tide castle wake filled long awkward silence strained conversation alicent rhaenyra ’ family gathered one place first time since rhaenyra departed king ’ landing dragonstone two woman continue glare meanwhile larys strong stare ceaselessly alicent something ser criston take note point keeping secret alicent brush saying ’ merely look pride larys new lord harrenhal 9
691,evening fall viserys head bed bid alicent goodnight accidentally call “ aemma ” visibly unnerves 9
692,night alicent viserys woken brought hall nine due altercation son aemond rhaeynyra ’ son jace luke daemon ’ daughter baela rhaena child got fight luke severely injured aemond slashing across eye alicent ’ horror maester kelvyn informs flesh heal eye lost forever angrily slap aegon berates drowning wine instead defend brother 9
693,child begin argue started fight viserys yell silence demand aemond tell truth happened alicent heard enough however son maimed hand rhaenyra ’ scoff rhaenyra ’ claim accident pointing luke brought blade fight rhaenyra say aemond called son bastard demand “ sharply questioned ” find heard “ slander ” alicent however claim insult nothing compared rhaenyra ’ son inflicted upon asks laenor snidely remarking must “ entertaining ” squire viserys asks aemond heard rumour aemond momentarily look alicent appears worried saying aegon told aegon claim everyone know truth boy ’ parentage viserys merely demand family stop fighting much disgust alicent demand retribution son ’ lost eye order ser criston cut luke ’ eye knight refuse sworn protector – assassin viserys announces anyone question birth rhaenyra ’ son tongue removed looking directly alicent 9
694,shaking rage grief alicent grab valyrian steel dagger viserys ’ belt move take luke ’ eye stopped rhaenyra claim gone far alicent unleashes feeling bottled year ever done expected upholding law family kingdom rhaenyra always free plea rhaenyra ’ son even maim alicent ’ son without consequence last straw alicent shout rhaenyra sense duty sacrifice even viserys otto demand put blade rhaenyra coldly responds alicent “ hiding beneath veil righteousness ” ’ showing truly attempt break free rhaenyra ’ grip alicent end slashing princess ’ left arm even alicent becomes horrified control situation become come sens dropping dagger aemond tell mother mourn “ may lost eye gained dragon ” 9
695,everyone return chamber alicent visited father humiliated ashamed attempted attack rhaenyra son guarantee viserys always side rhaenyra fear reputation well word must already spreading gone mad grief surprise however otto express pride first time ’ seen side know determination win game throne alicent still worried viserys say otto assures humbles cite grief mother inflaming passion forgive bring anything else otto say aemond winning vhagar side worth losing eye thousand time alicent visibly bothered statement 9
696,next day alicent viserys entourage depart driftmark carriage alicent following father ’ advice apologizes action ailing viserys merely say speak 9
697,ship heading back king ’ landing alicent approached larys strong call happened aemond “ perversion justice ” offer still seek revenge aemond eye easily arrange assassination spy network decline say help gone unnoticed need future however time patience discretion 9
698,six year later alicent entire red keep decorated iconography faith seven attends small council meeting interrupted ser harrold westerling announcing arrival princess rhaenyra prince daemon council discus matter inheritance driftmark light corlys velaryon ’ recent possibly fatal injury alicent merely say hear petition tomorrow take leave 10
699,go greet rhaenyra daemon alicent intercepted ser erryk cargyll kingsguard initially mistaking twin ser arryk informs delicate situation prince aegon apartment 10
700,apartment alicent weeping serving girl dyana brought dyana tearfully tell aegon drunkenly forced upon serving wine alicent sympathetic girl hugging saying belief buy dyana silence pouch gold make drink moon tea 10
701,afterwards alicent furiously confronts hungover aegon berating assault dyanna – latest many – bringing shame wife conduct slap declares “ son mine ” aegon feebly protest weight expectation placed upon fact nothing ever satisfies parent alicent unsympathetic helaena unaware happened enters room asks anyone seen dyana alicent tearfully embrace daughter 10
702,alicent go greet rhaenyra daemon king ’ chamber noticing remaining trace scar made rhaenyra ’ left forearm couple outright accuse alicent otto keeping viserys stupefied milk poppy rule name without interference tell without blind suffering daemon sarcastically asks whether replacement targaryen heraldry statue star also part maesters ’ prescription alicent piously retort devotional display meant guide people remind higher authority rhaenyra question authority decide son right inheritance alicent smugly reply father capacity hand king 10
703,alicent father private meeting vaemond velaryon arrived capital vaemond pledge support velaryon fleet alicent support heir driftmark alicent uneasy pointing lord corlys may yet live 10
704,next day alicent rest court gather throne room otto presides succession driftmark event lord corlys death vaemond make case interrupted rhaenyra accusing serving ambition undermining right corlys ’ chosen successor lucerys velaryon alicent silence reminding chance make case later vaemond finish rhaenyra prepares make case ceremony suddenly interrupted door throne room open everyone ’ utter incredulity king viserys enters lost word alicent exchange shocked look father vaemond viserys hobble iron throne 10
705,viserys declares confusion settled succession debated asks princess rhaenys speak – lord corlys ’ wife one could give keener insight wish alicent listens dismay rhaenys affirms support lucerys heir driftmark announces accepted proposal rhaenyra marry granddaughter baela rhaena rhaenyra ’ son jacaerys lucerys viserys declares matter settled reaffirming lucerys heir driftmark next lord tide outraged vaemond furiously snap viserys authority decide house velaryon fate broke century tradition westerosi law install daughter heir shout rhaenyra ’ child bastard whore daemon viserys respond cut upper half vaemond ’ head dark sister alicent daughter helaena swiftly look away 10
706,viserys collapse shock exertion alicent run help lift foot insisting take something pain refuse saying must make thing right alicent rhaenyra watch concern viserys carried throne room 10
707,evening entire royal family gather supper including alicent rhaenyra viserys daemon child otto sit awkward silence though viserys express joy seeing loved one gathered together around alicent make prayer mother smith love reconciliation vaemond given rest listens tearfully viserys express sorrow family grown distant removing mask exposing disfigured face see begs make amends sake sits rhaenyra make toast alicent thanking taking care father year moved alicent toast rhaenyra turn admitting common may admit mother love child tell make fine queen tension cease time jace toast aegon aemond helaena toast baela rhaena alicent laugh father watch jace helaena dance smile viserys 10
708,seeing viserys start succumb pain alicent guard carry bed gone aemond provoked luke ’ snickering roast pig placed front make tribute jace luke joffrey calling “ strong boy ” alicent try talk aemond ’ good rhaenyra ’ son get fight alicent ’ gilded insult guard pull child apart alicent angrily scold aemond provoking jace luke aemond completely unabashed insists complimenting boy ordered quarter alicent hoping make amends rhaenyra asks stay longer rhaenyra agrees return dragonback seeing son home alicent say viserys would like 10
709,night alicent go viserys ’ chamber give milk poppy help sleep viserys deliriously talk aegon ’ dream prince promised unite realm cold dark “ ” say “ must ” alicent taking mean son aegon must sit iron throne tell viserys understands walk room 10
710,later night alicent woken handmaiden talya informs viserys died sleep visibly distraught alicent order tell one dress hastily go see father tower hand delivering news otto tell last breath viserys told wanted aegon sit iron throne 11
711,alicent otto hastily convene small council announce king ’ death well supposed final wish alicent ’ surprise father ser tyland lannister immediately begin discussing “ long laid plan ” away obstacle aegon ’ rule appalled demand know informed member council plotting install son heir without knowledge lord jasper wylde reply want sully scheme lord lyman beesbury likewise indignant expressing disbelief king changed mind alicent – aegon ’ mother – witness accusing theft treason horror present ser criston angrily force lord beesbury sit fatally crack skull table ser harrold furiously order ser criston surrender white cloak criston instead draw justifying action defending queen ’ honor alicent however order ser criston stand otto ser harrold 11
712,otto tyland begin discussing dividing gold within royal treasury stressed exhausted alicent asks done rhaenyra otto reply allow rally support claim family given chance publicly swear fealty new king knowing otto rest council well aware neither rhaenyra daemon agree alicent realizes plan rhaenyra killed try say living challenger would invite bloodshed viserys ’ want unsavory power squabble alicent shout would never wanted daughter murdered either lord jasper start speak furiously threatens exile night watch however tyland asks alternative plan unable offer one otto order ser harrold take knight dragonstone kill rhaenyra daemon ser harrold instead resigns kingsguard disgust walk 11
713,ensure word king ’ death get want alicent otto resident red keep imprisoned confined chamber 11
714,alicent otto discover aegon gone missing burst helaena ’ chamber demanding know disinterestedly tell ’ know however otto leaf helaena nurse lead child jaehaerys jaehaera room alicent sits next daughter try tell father dead helaena cryptically urgently tell beast beneath board 11
715,later alicent visited ser criston tell aegon nowhere castle father sent ser erryk cargyle city find knowing aegon brought otto would able exert influence alicent order ser criston track bring instead aemond volunteer accompany ser criston pointing know brother thus search would go easily help reluctantly alicent agrees 11
716,silent sister cover viserys ’ body alicent place crown upon chest weeps dead husband 11
717,alicent go visit rhaenys targaryen like everyone else confined chamber rhaenys immediately deduces king must dead accuses alicent usurping throne responds husband ’ dying wish aegon take throne much rhaenys ’ clear disbelief alicent asks rhaenys support pointing family ’ allegiance rhaenyra resulted child dying husband grievously wounded bastard set inherit seat tell loved viserys rhaenys chosen queen woman may rule least guide men towards brighter future rhaenys demand know done dragon alicent reply ’ release meleys help embolden rhaenyra strike saying true queen count cost people rhaenys point alicent talk still toil service men whether father husband son rather free merely wish carve window wall prison asks alicent truly never imagined iron throne leaving momentarily speechless alicent leaf rhaenys clearly rattled word 11
718,aemond ser criston bring aegon alicent successfully tracked ser erryk brother go tower hand confront father congratulates winning little “ game ” insists want ’ best family heart remain one alicent retort heart never one ’ tired pawn father ’ machination bitterly say ’ never know life might like thanks insists sacrifice must made good realm shout back wanting murder people weakness aegon alicent decides done term peace sent rhaenyra viserys would wanted mercy shown otto question whether truly viserys ’ wish honoring rhaenyra ’ childhood friend answer alicent merely press saying ser criston named lord commander kingsguard aegon anointed dawn next day front whole king ’ landing otto remark much alicent look like mother scoff leaf 11
719,returning chamber alicent find larys strong tell learnt something know knowing want return information alicent resignedly expose foot pleasure telling spy network father using gather information one spy informs lady waiting talya larys offer dispose head spy network alicent agrees look away disgust continues pleasure foot 11
720,next morning alicent aegon ride royal carriage dragonpit coronation held alicent demand sullen son decency look grateful given done give day bitterly reminds father never wanted king steadfastly upheld rhaenyra ’ claim tell viserys changed mind last moment aegon give disbelieving laugh alicent present aegon viserys ’ valyrian steel dagger insists reject father ’ counsel rhaenyra executed aegon suddenly asks love amusedly lovingly call imbecile 11
721,entire city gather dragonpit aegon ’ coronation ceremony get underway alicent kiss son forehead watch septon eustace blesses name seven ser criston crown aegon conqueror ’ crown alicent smile aegon declared king entire gathered crowd applauds 11
722,celebration cut short however floor dragonpit burst apart rhaenys emerges back dragon meleys crowd flees pit alicent order ser criston take helaena safety place aegon snarling dragon accepting fate alicent close eye wait meleys ’ flame engulf meleys merely roar alicent open eye look rhaenys give cold look signaling rejection alicent request support turning meleys around flying wrecked dragonpit alicent look relief spared well fear rhaenyra react learns father death usurpation throne 11
723,otto sent dragonstone offer black term surrender alicent asks give rhaenyra page tore ten thousand ship hope persuading old friend best everyone reminding past friendship 12
724,personality
725,alicent fiercely loyal family 1 habit picking fingernail stressed since youth 3
726,since still kid alicent already studious particular passion history devoted pursuing duty meeting expectation everyone father first place also unconditionally loyal princess rhaenyra targaryen best friend felt deeply attached
727,lost mother young age alicent able fully understand stage mourning viserys rhaenyra going queen aemma death helped knowing advise give emotional support
728,family tree
729,quote
730,spoken alicent
731,rhaenyra gone far
732,alicent done expected forever upholding kingdom family law flout please duty sacrifice trampled pretty foot take son eye even feel entitled
733,— rhaenyra alicent src
734,rule may guide men gently away violence sure destruction instead toward peace
735,―alicent rhaenys
736,spoken alicent
737,exhausting hiding beneath cloak righteousness see
738,―rhaenyra alicent
739,play ugly game first time see determination win
740,―otto alicent
741,wiser believed alicent hightower yet toil still service men father husband son desire free make window wall prison never imagined iron throne
742,―rhaenys alicent
743,behind scene
744,alicent hightower revealed lead character house dragon july 18 2020 december 11 2020 hbo announced olivia cooke signed series character breakdown read follows
745,daughter otto hightower hand king comely woman seven kingdom raised red keep close king innermost circle posse courtly grace keen political acumen
746,―hbo
747,july 6 2021 reported emily carey set portray young alicent
748,book
749,alicent father otto hightower hand king last year long reign king jaehaerys targaryen 101 ac otto brought 15 year old alicent royal court cared aging king left broken shell recent death queen many year alysanne second son baelon year later jaehaerys died 103 ac succeeded grandson viserys ruled 26 year father otto remained hand king viserys otto older brother time succeeded head house hightower
750,alicent described looking quite young age even well 40 despite four pregnancy alicent maintained youthful figure youth alicent said one comely maiden westeros also precociously clever
751,alicent father otto head house hightower younger brother unnamed head family time dance otto nephew ormund ruler house hightower oldtown alicent mother never mentioned book point absence scene royal court may imply died year dance dragon alicent unspecified number sibling one ever identified youngest brother gwayne also numerous cousin
752,appearance
753,history lore – kingsguard bronn illustrated
754,history lore – dance dragon illustrated
755,– heir dragon
756,– rogue prince
757,– second name
758,– king narrow sea
759,– light way
760,– princess queen
761,– driftmark
762,– lord tide
763,– green council
764,– black queen mentioned
765,reference
766,↑ 1 0 1 1 http www hbo com house dragon character guide alicent hightower
767,↑ house dragon official website hbo series hbo com
768,↑ 3 0 3 1 3 2 3 3 3 4 3 5 3 6 3 7 house dragon season 1 episode 1 heir dragon
769,↑ 4 0 4 1 4 2 4 3 4 4 house dragon season 1 episode 2 rogue prince
770,↑ 5 0 5 1 5 2 5 3 5 4 5 5 5 6 5 7 5 8 house dragon season 1 episode 3 second name
771,↑ 6 0 6 1 6 2 6 3 6 4 6 5 house dragon season 1 episode 4 king narrow sea
772,↑ 7 00 7 01 7 02 7 03 7 04 7 05 7 06 7 07 7 08 7 09 7 10 7 11 house dragon season 1 episode 6 princess queen
773,↑ 8 0 8 1 8 2 8 3 8 4 8 5 8 6 house dragon season 1 episode 5 light way
774,↑ 9 0 9 1 9 2 9 3 9 4 9 5 9 6 9 7 9 8 house dragon season 1 episode 7 driftmark
775,↑ 10 00 10 01 10 02 10 03 10 04 10 05 10 06 10 07 10 08 10 09 10 10 10 11 house dragon season 1 episode 8 lord tide
776,↑ 11 00 11 01 11 02 11 03 11 04 11 05 11 06 11 07 11 08 11 09 11 10 11 11 11 12 house dragon season 1 episode 9 green council
777,↑ house dragon season 1 episode 10 black queen
778,note
779,↑ viserys state rhaenyra 15 year old rogue prince take place 112 ac heir dragon take place earlier 112 ac episode 14 according emily carey interview insider popsugar metacritic therefore born 97 ac book alicent hightower age rhaenyra according interview previously linked
780,external link
781,alicent hightower wiki ice fire major spoiler house dragon viserys targaryen redirects us see viserys targaryen disambiguation
782,part wish tested often think crucible may forged different man
783,―viserys targaryen
784,king viserys targaryen n 2 remembered viserys peaceful fifth king targaryen dynasty rule seven kingdom
785,viserys grandson jaehaerys targaryen father rhaenyra briefly rode balerion black dread youth dragon death old age
786,biography
787,background
788,viserys grandson king jaehaerys targaryen immediately succeeded grandfather king jaehaerys ruled long child prince baelon princess alyssa viserys parent predeceased jaehaerys grandson aegon conqueror invaded united westeros forged iron throne 2
789,viserys inherited realm unprecedented fifty year peace prosperity grandfather golden age viserys strives disrupt 2 full century targaryen conquest dynasty rule unchallenged save still independent dorne though relation also calm stable decade
790,stable within house targaryen however viserys first cousin rhaenys contested grandfather succession rhaenys child jaehaerys first son viserys eldest son jaehaerys second son relatively young targaryen dynasty firmly established succession law moreover rhaenys passed due woman others including house stark argued rule pas son laenor velaryon address issue lord westeros gathered great council 101 ac viserys final vote wide margin rhaenys grudgingly accepted result nonetheless left major rift viserys new royal court house velaryon led rhaenys husband corlys velaryon admiral royal fleet wealthiest man westeros 2 king jaehaerys died succeeded viserys 103 ac n 3
791,adding tension beginning reign viserys yet produce male heir beloved wife queen aemma arryn despite viserys claim throne based direct succession male male living child princess rhaenyra targaryen according precedent set council harrenhal viserys heir closest male relative younger brother daemon targaryen yet lord westeros even viserys consider daemon wild hot headed ever suitable heir throne 2
792,question viserys succession lead faction forming realm ambitious lord compete favor particularly velaryons trying regain throne see rightfully house hightower powerful family viserys hand king otto hightower ruler oldtown maintain deep tie leadership faith seven 3
793,house dragon season 1
794,nine year reign attends meeting small council lord corlys velaryon brings council attention alliance free city known triarchy trying claim stepstones warning westerosi port could badly affected viserys dismisses concern master coin lyman beesbury brings request prince daemon crown invested significant money training equipping city watch urge viserys make prince fill seat table inform council progress commander viserys assures gold well invested otto hightower brings subject heir tournament viserys planned approaching birth next child hopeful son grand maester mellos reminds viserys certain child boy viserys express confidence 2
795,viserys undergoes treatment maesters infected wound suffered sitting iron throne accepts advice maester mickon wound cauterized viserys go see wife aemma taking bath viserys express confidence child boy telling dragon dream son born wearing aegon conqueror crown amidst sound thundering hoof splintering shield ringing sword dragon roaring one viserys placed son upon iron throne aemma insists boy girl last several miscarriage stillbirth one child dead cradle total five within ten year bring mourn another child 2
796,small council convened discus excessive violence employed daemon city watch otto hightower insists daemon action longer go unchecked daemon defends action stating simply making city safe guest arriving heir tournament viserys agrees daemon question overly violent method daemon otto get argument daemon wife lady rhea royce much viserys exasperation otto rise daemon bait mentioning dead wife viserys reminds otto daemon love provoke indulge viserys give daemon permission continue enforcing law warns put another performance like previous night daemon leaf viserys comment daemon new city watch might good thing city decline since death grandmother alysanne targaryen 2
797,following day viserys commences heir tournament greeting guest praising competing knight announcing queen aemma begun labor lord boremund baratheon asks princess rhaenys favor calling queen never otto tell viserys could lord boremund tongue viserys decides let slide though applaud happily boremund knocked horse ser criston cole daemon defeat otto son ser gwayne hightower viserys receives news aemma labor rush side horror grand maester mellos explains child breech must either cut open womb free baby procedure almost certainly kill risk losing despite appalled necessity choice viserys grudgingly give consent maesters cut aemma womb maesters remove newborn baby viserys weeps dead wife body mellos informs baby boy viserys say given name baelon honor father baelon brave however moment infant prince begin choking grand maester arm pass away hour later 2
798,time later funeral held outside king landing queen aemma prince baelon viserys nearly frozen grief shock watch tearfully rhaenyra order dragon syrax light wife son pyre 2
799,night small council convenes otto hightower insists need discus succession aemma baelon dead though viserys much grief want discus otto mellos argue would destabilize realm daemon become king mellos even implies daemon may try kill viserys take throne claim viserys angrily reject reminds otto idea put daemon command city watch arguing every appointment viserys tried make despite otto argument viserys refuse exile brother king landing otto mellos suggest viserys name rhaenyra heir viserys refuse choose brother daughter council begin argue viserys furiously berates behaving like crow squabbling corpse still mourning wife son storm 2
800,later disconsolate viserys work large model old valyria visited otto daughter alicent hightower brings history book distract knowing love subject offer condolence loss relating experience losing mother viserys appreciates 2
801,small council meeting viserys informed otto daemon bought pleasure house street silk made speech toasting prince baelon styling heir day enraged viserys summons daemon great hall confronts insult daemon deny saying viserys accuses celebrating rise rather comforting grieving brother niece reminds daemon always defended rest small council daemon retort named daemon hand brother tell viserys need side weak need protection small council use end otto hightower particular viserys declares intention name new heir daemon insists brother heir viserys retort anymore order return wife runestone daemon leaf viserys accidentally cut finger iron throne 2
802,later evening viserys summons rhaenyra balerion shrine asks see look dragon say see family belief targaryens god man dragon satisfied answer viserys warns rhaenyra dragon dangerous power never trifled one caused doom valyria could destroy family careful announces intention name heir apologizing wasting year since birth wanting son tell belief could great queen know mother warns iron throne dangerous seat realm cement trust viserys tell rhaenyra secret known king heir aegon conqueror solely motivated ambition lust power conquer westeros daenys targaryen foresaw doom valyria aegon vision foretold end world men aegon foresaw end would preceded terrible winter descending north lurked within storm would destroy world living unless kingdom men united targaryen lead since aegon time targaryen king passed knowledge aegon vision dubbed song ice fire heir ensure westeros ready evil aegon foresaw finally descended upon mankind 2
803,nobility realm gathered viserys watch lord declares fealty rhaenyra named heir stand officially name rhaenyra princess dragonstone heir iron throne 2
804,half year later small council meeting held discus death lord commander ryam redwyne mellos assures viserys died peacefully sleep council discus finding ser ryam replacement kingsguard corlys velaryon interrupt meeting demand something done crabfeeder whose force destroyed four ship viserys refuse start war free city say undoubtedly supplying crabfeeder army lord corlys point viserys inaction allowed daemon take dragonstone viserys responds acted sending envoy pentos volantis hope finding common cause rhaenyra speaks suggesting viserys send dragonriders stepstones show force embarrassing viserys suggestion otto hightower lord commander harrold westerling take rhaenyra help choose ser ryam replacement kingsguard seeing knight help protect well 4
805,time later viserys show alicent model old valyria telling city culture magic asks belief westeros could new valyria responds nothing ever match glory valyria height viserys accidentally drop break model dragon alicent pick hand back share quietly intimate moment viserys asks rhaenyra wellbeing since spoken word recently alicent tell take time rhaenyra open remembering took time mother death suggests viserys approach rhaenyra instead quip would rather face black dread viserys asks alicent mention talk rhaenyra worried might understand 4
806,later afternoon garden red keep viserys meet lord corlys princess rhaenys hope patching thing disagreement small council exchange apology viserys reminds corlys king duty avoid war becomes unavoidable corlys point precarious viserys reign currently look wife passed girl named heir disinherited brother allowed seize dragonstone foreign power established foothold one critical shipping lane urge viserys strengthen image two way firstly taking back stepstones secondly wedding daughter laena thus uniting targaryen dragon velaryon fleet blood taken aback proposal viserys admits given much thought marriage aemma death rhaenys reminds expected take new wife produce heir strengthen line 4
807,night viserys rhaenyra eat dinner together briefly talk shared love aemma viserys still preoccupied thinking corlys proposal reluctant speak rhaenyra rhaenyra tell viserys knight gathered replace ser ryam kingsguard ser criston cole real combat experience express confidence ser criston make fine knight kingsguard try apologize speaking small council earlier dismisses stating young learn propriety time 4
808,afterwards viserys go mellos treatment gangrenous finger mellos provides maggot remove dead flesh stop advance rot viserys informs mellos otto hightower lord corlys proposal marry laena otto claim corlys overreached going head small council express doubt union due laena young age mellos advises viserys accept basis would help mend rift house suffered great council 101 viserys still hesitant due doubt rhaenyra would approve secretly burgeoning feeling alicent mellos reminds duty remarry continue propagate royal line otto express sympathy viserys position replace beloved wife sake duty 4
809,next day viserys walk garden twelve year old laena velaryon laena however seems interested dragon marriage asking viserys experience riding balerion potential whereabouts vhagar eventually promise viserys give many pure blooded valyrian child marry viserys tell merely repeating word father told say asks mother told reply mother told bed viserys turned fourteen making visibly uncomfortable 4
810,later evening viserys dines privately alicent company commiserates reluctance wedding new queen reveals stonemason fix dragon model broke touched viserys thanks gift conversation interrupted arrival alicent father informs viserys called emergency meeting small council 4
811,small council informed dragonkeeper elder daemon stolen dragon egg mellos read letter declaring daemon intention take second wife mysaria place stolen egg cradle unborn child mysaria tradition house targaryen letter also invite viserys daemon wedding two day time knowing daemon trying provoke viserys initially refuse take action rhaenyra asks dragonkeeper egg stolen reveals egg chose prince baelon cradle enraged viserys announces intention lead detachment dragonstone drag daemon back face justice otto advises would dangerous say go viserys relents 4
