id,paragraphs,words,word_count
2504,Her first act queen declare Ser Otto Hightower Queen Alicent traitor rebel . “ As half brother sweet sister Helaena ” announced “ led astray counsel evil men . Let come Dragonstone bend knee ask forgiveness I shall gladly spare life take back heart blood man woman accursed kinslayer . ”,"['Her', 'first', 'act', 'queen', 'declare', 'Ser', 'Otto', 'Hightower', 'Queen', 'Alicent', 'traitor', 'rebel', '.', '“', 'As', 'half', 'brother', 'sweet', 'sister', 'Helaena', '”', 'announced', '“', 'led', 'astray', 'counsel', 'evil', 'men', '.', 'Let', 'come', 'Dragonstone', 'bend', 'knee', 'ask', 'forgiveness', 'I', 'shall', 'gladly', 'spare', 'life', 'take', 'back', 'heart', 'blood', 'man', 'woman', 'accursed', 'kinslayer', '.', '”']",51
2505,Word Rhaenyra ’ coronation reached Red Keep next day great displeasure Aegon II . “ My half sister uncle guilty high treason ” young king declared . “ I want attainted I want arrested I want dead . ”,"['Word', 'Rhaenyra', '’', 'coronation', 'reached', 'Red', 'Keep', 'next', 'day', 'great', 'displeasure', 'Aegon', 'II', '.', '“', 'My', 'half', 'sister', 'uncle', 'guilty', 'high', 'treason', '”', 'young', 'king', 'declared', '.', '“', 'I', 'want', 'attainted', 'I', 'want', 'arrested', 'I', 'want', 'dead', '.', '”']",39
2506,Cooler head green council wished parley . “ The princess must made see cause hopeless ” Grand Maester Orwyle said . “ Brother war sister . Send may talk reach amicable accord . ”,"['Cooler', 'head', 'green', 'council', 'wished', 'parley', '.', '“', 'The', 'princess', 'must', 'made', 'see', 'cause', 'hopeless', '”', 'Grand', 'Maester', 'Orwyle', 'said', '.', '“', 'Brother', 'war', 'sister', '.', 'Send', 'may', 'talk', 'reach', 'amicable', 'accord', '.', '”']",34
2507,Aegon would hear . Septon Eustace tell u His Grace accused Grand Maester disloyalty spoke thrown black cell “ black friends. ” But two queens—his mother Queen Alicent wife Queen Helaena— spoke favor Orwyle ’ proposal truculent king gave way reluctantly . So Grand Maester Orwyle dispatched across Blackwater Bay peace banner leading retinue included Ser Arryk Cargyll Kingsguard Ser Gwayne Hightower gold cloak along score scribe septons amongst Eustace .,"['Aegon', 'would', 'hear', '.', 'Septon', 'Eustace', 'tell', 'u', 'His', 'Grace', 'accused', 'Grand', 'Maester', 'disloyalty', 'spoke', 'thrown', 'black', 'cell', '“', 'black', 'friends', '.', '”', 'But', 'two', 'queens—his', 'mother', 'Queen', 'Alicent', 'wife', 'Queen', 'Helaena—', 'spoke', 'favor', 'Orwyle', '’', 'proposal', 'truculent', 'king', 'gave', 'way', 'reluctantly', '.', 'So', 'Grand', 'Maester', 'Orwyle', 'dispatched', 'across', 'Blackwater', 'Bay', 'peace', 'banner', 'leading', 'retinue', 'included', 'Ser', 'Arryk', 'Cargyll', 'Kingsguard', 'Ser', 'Gwayne', 'Hightower', 'gold', 'cloak', 'along', 'score', 'scribe', 'septons', 'amongst', 'Eustace', '.']",72
2508,The term offered king generous Munkun declares,"['The', 'term', 'offered', 'king', 'generous', 'Munkun', 'declares']",7
2510,True Telling . If princess would acknowledge king make obeisance Iron Throne Aegon II would confirm possession Dragonstone allow island castle pas son Jacaerys upon death . Her second son Lucerys would recognized rightful heir Driftmark land holding House Velaryon boy Prince Daemon Aegon Younger Viserys would given place honor court former king ’ squire latter cupbearer . Pardons would granted lord knight conspired treasonously true king .,"['True', 'Telling', '.', 'If', 'princess', 'would', 'acknowledge', 'king', 'make', 'obeisance', 'Iron', 'Throne', 'Aegon', 'II', 'would', 'confirm', 'possession', 'Dragonstone', 'allow', 'island', 'castle', 'pas', 'son', 'Jacaerys', 'upon', 'death', '.', 'Her', 'second', 'son', 'Lucerys', 'would', 'recognized', 'rightful', 'heir', 'Driftmark', 'land', 'holding', 'House', 'Velaryon', 'boy', 'Prince', 'Daemon', 'Aegon', 'Younger', 'Viserys', 'would', 'given', 'place', 'honor', 'court', 'former', 'king', '’', 'squire', 'latter', 'cupbearer', '.', 'Pardons', 'would', 'granted', 'lord', 'knight', 'conspired', 'treasonously', 'true', 'king', '.']",68
2511,Rhaenyra heard term stony silence asked Orwyle remembered father King Viserys . “ Of course Your Grace ” maester answered . “ Perhaps tell u named heir successor ” queen said crown upon head . “ You Your Grace ” Orwyle replied . And Rhaenyra nodded said “ With tongue admit I lawful queen . Why serve half brother pretender ”,"['Rhaenyra', 'heard', 'term', 'stony', 'silence', 'asked', 'Orwyle', 'remembered', 'father', 'King', 'Viserys', '.', '“', 'Of', 'course', 'Your', 'Grace', '”', 'maester', 'answered', '.', '“', 'Perhaps', 'tell', 'u', 'named', 'heir', 'successor', '”', 'queen', 'said', 'crown', 'upon', 'head', '.', '“', 'You', 'Your', 'Grace', '”', 'Orwyle', 'replied', '.', 'And', 'Rhaenyra', 'nodded', 'said', '“', 'With', 'tongue', 'admit', 'I', 'lawful', 'queen', '.', 'Why', 'serve', 'half', 'brother', 'pretender', '”']",61
2512,Munkun tell u Orwyle gave long erudite reply citing Andal law Great Council 101 . Mushroom claim stammered voided bladder . Whichever true answer satisfy Princess Rhaenyra .,"['Munkun', 'tell', 'u', 'Orwyle', 'gave', 'long', 'erudite', 'reply', 'citing', 'Andal', 'law', 'Great', 'Council', '101', '.', 'Mushroom', 'claim', 'stammered', 'voided', 'bladder', '.', 'Whichever', 'true', 'answer', 'satisfy', 'Princess', 'Rhaenyra', '.']",28
2513,“ A Grand Maester know law serve ” told Orwyle . “ You Grand Maester bring shame dishonor chain wear. ” As Orwyle protested feebly Rhaenyra ’ knight stripped chain office neck forced knee whilst princess bestowed chain upon man Maester Gerardys “ true leal servant realm laws. ” As sent Orwyle envoy way Rhaenyra said “ Tell half brother I throne I head . ”,"['“', 'A', 'Grand', 'Maester', 'know', 'law', 'serve', '”', 'told', 'Orwyle', '.', '“', 'You', 'Grand', 'Maester', 'bring', 'shame', 'dishonor', 'chain', 'wear', '.', '”', 'As', 'Orwyle', 'protested', 'feebly', 'Rhaenyra', '’', 'knight', 'stripped', 'chain', 'office', 'neck', 'forced', 'knee', 'whilst', 'princess', 'bestowed', 'chain', 'upon', 'man', 'Maester', 'Gerardys', '“', 'true', 'leal', 'servant', 'realm', 'laws', '.', '”', 'As', 'sent', 'Orwyle', 'envoy', 'way', 'Rhaenyra', 'said', '“', 'Tell', 'half', 'brother', 'I', 'throne', 'I', 'head', '.', '”']",68
2514,Long Dance done singer Luceon Tarth would compose sad ballad called “ Farewell My Brother ” still sung today . The song purport relate last meeting Ser Arryk Cargyll twin Ser Erryk Orwyle ’ party boarding ship would carry back King ’ Landing . Ser Arryk sworn sword Aegon Ser Erryk Rhaenyra . In song brother try persuade change side failing exchange declaration love part knowing next meet,"['Long', 'Dance', 'done', 'singer', 'Luceon', 'Tarth', 'would', 'compose', 'sad', 'ballad', 'called', '“', 'Farewell', 'My', 'Brother', '”', 'still', 'sung', 'today', '.', 'The', 'song', 'purport', 'relate', 'last', 'meeting', 'Ser', 'Arryk', 'Cargyll', 'twin', 'Ser', 'Erryk', 'Orwyle', '’', 'party', 'boarding', 'ship', 'would', 'carry', 'back', 'King', '’', 'Landing', '.', 'Ser', 'Arryk', 'sworn', 'sword', 'Aegon', 'Ser', 'Erryk', 'Rhaenyra', '.', 'In', 'song', 'brother', 'try', 'persuade', 'change', 'side', 'failing', 'exchange', 'declaration', 'love', 'part', 'knowing', 'next', 'meet']",68
2516,enemy . It possible farewell indeed take place day Dragonstone however none source make mention .,"['enemy', '.', 'It', 'possible', 'farewell', 'indeed', 'take', 'place', 'day', 'Dragonstone', 'however', 'none', 'source', 'make', 'mention', '.']",16
2517,Aegon II two twenty quick anger slow forgive . Rhaenyra ’ refusal accept rule enraged . “ I offered honorable peace whore spat face ” declared . “ What happens next head . ”,"['Aegon', 'II', 'two', 'twenty', 'quick', 'anger', 'slow', 'forgive', '.', 'Rhaenyra', '’', 'refusal', 'accept', 'rule', 'enraged', '.', '“', 'I', 'offered', 'honorable', 'peace', 'whore', 'spat', 'face', '”', 'declared', '.', '“', 'What', 'happens', 'next', 'head', '.', '”']",34
2518,What happened next war .,"['What', 'happened', 'next', 'war', '.']",5
2545,Aegon proclaimed king Dragonpit Rhaenyra queen Dragonstone . All effort reconciliation failed Dance Dragons began earnest .,"['Aegon', 'proclaimed', 'king', 'Dragonpit', 'Rhaenyra', 'queen', 'Dragonstone', '.', 'All', 'effort', 'reconciliation', 'failed', 'Dance', 'Dragons', 'began', 'earnest', '.']",17
2546,On Driftmark Sea Snake ’ ship set sail Hull Spicetown close Gullet choking trade King ’ Landing . Soon Jacaerys Velaryon flying north upon dragon Vermax brother Lucerys south Arrax whilst Prince Daemon flew Caraxes Trident .,"['On', 'Driftmark', 'Sea', 'Snake', '’', 'ship', 'set', 'sail', 'Hull', 'Spicetown', 'close', 'Gullet', 'choking', 'trade', 'King', '’', 'Landing', '.', 'Soon', 'Jacaerys', 'Velaryon', 'flying', 'north', 'upon', 'dragon', 'Vermax', 'brother', 'Lucerys', 'south', 'Arrax', 'whilst', 'Prince', 'Daemon', 'flew', 'Caraxes', 'Trident', '.']",37
2547,Let u turn first Harrenhal .,"['Let', 'u', 'turn', 'first', 'Harrenhal', '.']",6
2548,Though large part Harren ’ great folly ruin castle ’ towering curtain wall still made formidable stronghold riverlands…but Aegon Dragon proved vulnerable sky . With lord Larys Strong away King ’ Landing castle lightly garrisoned . Having wish suffer fate Black Harren elderly castellan Ser Simon Strong uncle late Lord Lyonel great uncle Lord Larys quick strike banner Caraxes lighted atop Kingspyre Tower . In addition castle Prince Daemon stroke captured inconsiderable wealth House Strong dozen valuable hostage amongst Ser Simon grandson . The castle smallfolk became captive well amongst wet nurse named Alys Rivers .,"['Though', 'large', 'part', 'Harren', '’', 'great', 'folly', 'ruin', 'castle', '’', 'towering', 'curtain', 'wall', 'still', 'made', 'formidable', 'stronghold', 'riverlands…but', 'Aegon', 'Dragon', 'proved', 'vulnerable', 'sky', '.', 'With', 'lord', 'Larys', 'Strong', 'away', 'King', '’', 'Landing', 'castle', 'lightly', 'garrisoned', '.', 'Having', 'wish', 'suffer', 'fate', 'Black', 'Harren', 'elderly', 'castellan', 'Ser', 'Simon', 'Strong', 'uncle', 'late', 'Lord', 'Lyonel', 'great', 'uncle', 'Lord', 'Larys', 'quick', 'strike', 'banner', 'Caraxes', 'lighted', 'atop', 'Kingspyre', 'Tower', '.', 'In', 'addition', 'castle', 'Prince', 'Daemon', 'stroke', 'captured', 'inconsiderable', 'wealth', 'House', 'Strong', 'dozen', 'valuable', 'hostage', 'amongst', 'Ser', 'Simon', 'grandson', '.', 'The', 'castle', 'smallfolk', 'became', 'captive', 'well', 'amongst', 'wet', 'nurse', 'named', 'Alys', 'Rivers', '.']",96
2550,Who woman A serving wench dabbled potion spell say Munkun . A wood witch claim Septon Eustace . A malign enchantress bathed blood virgin preserve youth Mushroom would u believe . Her name suggests bastard birth… know little father le mother . Munkun Eustace tell u sired Lord Lyonel Strong callow youth making natural half sister son Harwin Breakbones Larys Clubfoot . But Mushroom insists much older wet nurse boy perhaps even father generation earlier .,"['Who', 'woman', 'A', 'serving', 'wench', 'dabbled', 'potion', 'spell', 'say', 'Munkun', '.', 'A', 'wood', 'witch', 'claim', 'Septon', 'Eustace', '.', 'A', 'malign', 'enchantress', 'bathed', 'blood', 'virgin', 'preserve', 'youth', 'Mushroom', 'would', 'u', 'believe', '.', 'Her', 'name', 'suggests', 'bastard', 'birth…', 'know', 'little', 'father', 'le', 'mother', '.', 'Munkun', 'Eustace', 'tell', 'u', 'sired', 'Lord', 'Lyonel', 'Strong', 'callow', 'youth', 'making', 'natural', 'half', 'sister', 'son', 'Harwin', 'Breakbones', 'Larys', 'Clubfoot', '.', 'But', 'Mushroom', 'insists', 'much', 'older', 'wet', 'nurse', 'boy', 'perhaps', 'even', 'father', 'generation', 'earlier', '.']",76
2551,Though child stillborn milk flowed abundantly breast Alys Rivers nourished countless babe born woman Harrenhal . Was truth witch lay demon bringing forth dead child payment knowledge gave Was simpleminded slattern Eustace belief A wanton used poison potion bind men body soul,"['Though', 'child', 'stillborn', 'milk', 'flowed', 'abundantly', 'breast', 'Alys', 'Rivers', 'nourished', 'countless', 'babe', 'born', 'woman', 'Harrenhal', '.', 'Was', 'truth', 'witch', 'lay', 'demon', 'bringing', 'forth', 'dead', 'child', 'payment', 'knowledge', 'gave', 'Was', 'simpleminded', 'slattern', 'Eustace', 'belief', 'A', 'wanton', 'used', 'poison', 'potion', 'bind', 'men', 'body', 'soul']",42
2552,Alys Rivers least forty year age Dance Dragons much known Mushroom make even older . All agree looked younger year whether simple happenstance achieved practice dark art men continue dispute . Whatever power would seem Daemon Targaryen immune little heard supposed sorceress whilst prince held Harrenhal .,"['Alys', 'Rivers', 'least', 'forty', 'year', 'age', 'Dance', 'Dragons', 'much', 'known', 'Mushroom', 'make', 'even', 'older', '.', 'All', 'agree', 'looked', 'younger', 'year', 'whether', 'simple', 'happenstance', 'achieved', 'practice', 'dark', 'art', 'men', 'continue', 'dispute', '.', 'Whatever', 'power', 'would', 'seem', 'Daemon', 'Targaryen', 'immune', 'little', 'heard', 'supposed', 'sorceress', 'whilst', 'prince', 'held', 'Harrenhal', '.']",47
2553,The sudden bloodless fall Black Harren ’ seat counted great victory Queen Rhaenyra black . It served sharp reminder martial prowess Prince Daemon power Caraxes Blood Wyrm gave queen stronghold heart Westeros supporter could rally…and Rhaenyra many land watered Trident . When Prince Daemon sent forth call arm rose along river knight men arm humble peasant yet remembered Realm ’ Delight beloved father way smiled charmed made progress riverlands youth . Hundreds thousand buckled swordbelts donned mail grabbed pitchfork hoe crude wooden shield began make way Harrenhal fight Viserys ’ little girl .,"['The', 'sudden', 'bloodless', 'fall', 'Black', 'Harren', '’', 'seat', 'counted', 'great', 'victory', 'Queen', 'Rhaenyra', 'black', '.', 'It', 'served', 'sharp', 'reminder', 'martial', 'prowess', 'Prince', 'Daemon', 'power', 'Caraxes', 'Blood', 'Wyrm', 'gave', 'queen', 'stronghold', 'heart', 'Westeros', 'supporter', 'could', 'rally…and', 'Rhaenyra', 'many', 'land', 'watered', 'Trident', '.', 'When', 'Prince', 'Daemon', 'sent', 'forth', 'call', 'arm', 'rose', 'along', 'river', 'knight', 'men', 'arm', 'humble', 'peasant', 'yet', 'remembered', 'Realm', '’', 'Delight', 'beloved', 'father', 'way', 'smiled', 'charmed', 'made', 'progress', 'riverlands', 'youth', '.', 'Hundreds', 'thousand', 'buckled', 'swordbelts', 'donned', 'mail', 'grabbed', 'pitchfork', 'hoe', 'crude', 'wooden', 'shield', 'began', 'make', 'way', 'Harrenhal', 'fight', 'Viserys', '’', 'little', 'girl', '.']",93
2555,The lord Trident lose quick move soon enough began throw lot queen . From Twins rode Ser Forrest Frey “ Fool Frey ” begged Rhaenyra ’ hand grown puissant knight . Lord Samwell Blackwood lost duel favor raised banner Raventree . Ser Amos Bracken duel followed lord father House Bracken declared Aegon . The Mootons Maidenpool Pipers Pinkmaiden Castle Rootes Harroway Darrys Darry Mallisters Seagard Vances Wayfarer ’ Rest announced support Rhaenyra . The Vances Atranta took path trumpeted allegiance young king . Petyr Piper grizzled Lord Pinkmaiden spoke many said “ I swore sword . I ’ older old I ’ forgotten word I said happens I still sword . ”,"['The', 'lord', 'Trident', 'lose', 'quick', 'move', 'soon', 'enough', 'began', 'throw', 'lot', 'queen', '.', 'From', 'Twins', 'rode', 'Ser', 'Forrest', 'Frey', '“', 'Fool', 'Frey', '”', 'begged', 'Rhaenyra', '’', 'hand', 'grown', 'puissant', 'knight', '.', 'Lord', 'Samwell', 'Blackwood', 'lost', 'duel', 'favor', 'raised', 'banner', 'Raventree', '.', 'Ser', 'Amos', 'Bracken', 'duel', 'followed', 'lord', 'father', 'House', 'Bracken', 'declared', 'Aegon', '.', 'The', 'Mootons', 'Maidenpool', 'Pipers', 'Pinkmaiden', 'Castle', 'Rootes', 'Harroway', 'Darrys', 'Darry', 'Mallisters', 'Seagard', 'Vances', 'Wayfarer', '’', 'Rest', 'announced', 'support', 'Rhaenyra', '.', 'The', 'Vances', 'Atranta', 'took', 'path', 'trumpeted', 'allegiance', 'young', 'king', '.', 'Petyr', 'Piper', 'grizzled', 'Lord', 'Pinkmaiden', 'spoke', 'many', 'said', '“', 'I', 'swore', 'sword', '.', 'I', '’', 'older', 'old', 'I', '’', 'forgotten', 'word', 'I', 'said', 'happens', 'I', 'still', 'sword', '.', '”']",112
2556,The Lord Paramount Trident Grover Tully old man even Great Council 101 spoke Prince Viserys though failing le stubborn . He favored right male claimant 101 year changed view . Lord Grover insisted Riverrun would fight young King Aegon . Yet word went forth . The old lord bedridden would live much longer Riverrun ’ maester declared . “ I would sooner rest u die ” declared Ser Elmo Tully grandson . Riverrun defense dragonfire pointed son side fight rode dragon . And whilst Lord Grover thundered fulminated deathbed Riverrun barred gate manned wall held silence .,"['The', 'Lord', 'Paramount', 'Trident', 'Grover', 'Tully', 'old', 'man', 'even', 'Great', 'Council', '101', 'spoke', 'Prince', 'Viserys', 'though', 'failing', 'le', 'stubborn', '.', 'He', 'favored', 'right', 'male', 'claimant', '101', 'year', 'changed', 'view', '.', 'Lord', 'Grover', 'insisted', 'Riverrun', 'would', 'fight', 'young', 'King', 'Aegon', '.', 'Yet', 'word', 'went', 'forth', '.', 'The', 'old', 'lord', 'bedridden', 'would', 'live', 'much', 'longer', 'Riverrun', '’', 'maester', 'declared', '.', '“', 'I', 'would', 'sooner', 'rest', 'u', 'die', '”', 'declared', 'Ser', 'Elmo', 'Tully', 'grandson', '.', 'Riverrun', 'defense', 'dragonfire', 'pointed', 'son', 'side', 'fight', 'rode', 'dragon', '.', 'And', 'whilst', 'Lord', 'Grover', 'thundered', 'fulminated', 'deathbed', 'Riverrun', 'barred', 'gate', 'manned', 'wall', 'held', 'silence', '.']",97
2557,Meanwhile different story playing east Jacaerys Velaryon descended upon Eyrie young dragon Vermax win Vale Arryn mother . The Maiden Vale Lady Jeyne Arryn five thirty twenty year senior . Never wed Lady Jeyne reigned Vale since death father elder brother hand Stone Crows hill three .,"['Meanwhile', 'different', 'story', 'playing', 'east', 'Jacaerys', 'Velaryon', 'descended', 'upon', 'Eyrie', 'young', 'dragon', 'Vermax', 'win', 'Vale', 'Arryn', 'mother', '.', 'The', 'Maiden', 'Vale', 'Lady', 'Jeyne', 'Arryn', 'five', 'thirty', 'twenty', 'year', 'senior', '.', 'Never', 'wed', 'Lady', 'Jeyne', 'reigned', 'Vale', 'since', 'death', 'father', 'elder', 'brother', 'hand', 'Stone', 'Crows', 'hill', 'three', '.']",47
2558,Mushroom tell u famous maiden truth highborn harlot voracious appetite men give u salacious tale offered Prince Jacaerys allegiance Vale could bring climax tongue . Septon Eustace repeat,"['Mushroom', 'tell', 'u', 'famous', 'maiden', 'truth', 'highborn', 'harlot', 'voracious', 'appetite', 'men', 'give', 'u', 'salacious', 'tale', 'offered', 'Prince', 'Jacaerys', 'allegiance', 'Vale', 'could', 'bring', 'climax', 'tongue', '.', 'Septon', 'Eustace', 'repeat']",28
2560,widespread rumor Jeyne Arryn preferred intimate companionship woman go say true . In instance must grateful Grand Maester Munkun ’ True Telling alone confines High Hall Eyrie rather bedchamber .,"['widespread', 'rumor', 'Jeyne', 'Arryn', 'preferred', 'intimate', 'companionship', 'woman', 'go', 'say', 'true', '.', 'In', 'instance', 'must', 'grateful', 'Grand', 'Maester', 'Munkun', '’', 'True', 'Telling', 'alone', 'confines', 'High', 'Hall', 'Eyrie', 'rather', 'bedchamber', '.']",30
2561,“ Thrice mine kin sought replace ” Lady Jeyne told Prince Jacaerys . “ My cousin Ser Arnold wont say woman soft rule . I one sky cell would like ask . Your Prince Daemon used first wife cruelly true…but notwithstanding mother ’ poor taste consort remains rightful queen mine blood besides Arryn mother ’ side . In world men woman must band together . The Vale knight shall stand her…if Her Grace grant one request. ” When prince asked might answered “ Dragons . I fear army . Many broken Bloody Gate Eyrie known impregnable . But descended u sky Queen Visenya Conquest I powerless halt . I mislike feeling powerless . Send dragonriders . ”,"['“', 'Thrice', 'mine', 'kin', 'sought', 'replace', '”', 'Lady', 'Jeyne', 'told', 'Prince', 'Jacaerys', '.', '“', 'My', 'cousin', 'Ser', 'Arnold', 'wont', 'say', 'woman', 'soft', 'rule', '.', 'I', 'one', 'sky', 'cell', 'would', 'like', 'ask', '.', 'Your', 'Prince', 'Daemon', 'used', 'first', 'wife', 'cruelly', 'true…but', 'notwithstanding', 'mother', '’', 'poor', 'taste', 'consort', 'remains', 'rightful', 'queen', 'mine', 'blood', 'besides', 'Arryn', 'mother', '’', 'side', '.', 'In', 'world', 'men', 'woman', 'must', 'band', 'together', '.', 'The', 'Vale', 'knight', 'shall', 'stand', 'her…if', 'Her', 'Grace', 'grant', 'one', 'request', '.', '”', 'When', 'prince', 'asked', 'might', 'answered', '“', 'Dragons', '.', 'I', 'fear', 'army', '.', 'Many', 'broken', 'Bloody', 'Gate', 'Eyrie', 'known', 'impregnable', '.', 'But', 'descended', 'u', 'sky', 'Queen', 'Visenya', 'Conquest', 'I', 'powerless', 'halt', '.', 'I', 'mislike', 'feeling', 'powerless', '.', 'Send', 'dragonriders', '.', '”']",118
2562,And prince agreed Lady Jeyne knelt bade warrior kneel swore sword .,"['And', 'prince', 'agreed', 'Lady', 'Jeyne', 'knelt', 'bade', 'warrior', 'kneel', 'swore', 'sword', '.']",12
2563,Then Jacaerys soared north across Fingers water Bite . He lighted briefly Sisterton Lord Borrell Lord Sunderland obeisance pledged support Three Sisters flew White Harbor Lord Desmond Manderly met Merman ’ Court .,"['Then', 'Jacaerys', 'soared', 'north', 'across', 'Fingers', 'water', 'Bite', '.', 'He', 'lighted', 'briefly', 'Sisterton', 'Lord', 'Borrell', 'Lord', 'Sunderland', 'obeisance', 'pledged', 'support', 'Three', 'Sisters', 'flew', 'White', 'Harbor', 'Lord', 'Desmond', 'Manderly', 'met', 'Merman', '’', 'Court', '.']",33
2564,Here prince faced shrewder bargainer . “ White Harbor unsympathetic mother ’ plight ” Manderly declared . “ Mine forebear despoiled birthright enemy drove u exile cold northern shore . When Old King visited u long ago spoke wrong done u promised make redress . In pledge His Grace offered hand daughter Princess Viserra great grandsire two house might made one girl died promise forgotten . ”,"['Here', 'prince', 'faced', 'shrewder', 'bargainer', '.', '“', 'White', 'Harbor', 'unsympathetic', 'mother', '’', 'plight', '”', 'Manderly', 'declared', '.', '“', 'Mine', 'forebear', 'despoiled', 'birthright', 'enemy', 'drove', 'u', 'exile', 'cold', 'northern', 'shore', '.', 'When', 'Old', 'King', 'visited', 'u', 'long', 'ago', 'spoke', 'wrong', 'done', 'u', 'promised', 'make', 'redress', '.', 'In', 'pledge', 'His', 'Grace', 'offered', 'hand', 'daughter', 'Princess', 'Viserra', 'great', 'grandsire', 'two', 'house', 'might', 'made', 'one', 'girl', 'died', 'promise', 'forgotten', '.', '”']",67
2565,Prince Jacaerys knew asked . Before left White Harbor compact drawn signed term Lord Manderly ’ youngest daughter would wed prince ’,"['Prince', 'Jacaerys', 'knew', 'asked', '.', 'Before', 'left', 'White', 'Harbor', 'compact', 'drawn', 'signed', 'term', 'Lord', 'Manderly', '’', 'youngest', 'daughter', 'would', 'wed', 'prince', '’']",22
2567,brother Joffrey war .,"['brother', 'Joffrey', 'war', '.']",4
2568,Finally Vermax carried Jacaerys Velaryon Winterfell treat formidable young lord Cregan Stark .,"['Finally', 'Vermax', 'carried', 'Jacaerys', 'Velaryon', 'Winterfell', 'treat', 'formidable', 'young', 'lord', 'Cregan', 'Stark', '.']",13
2569,In fullness time Cregan Stark would become known Old Man North Lord Winterfell one twenty Prince Jacaerys came 129 AC . Cregan come lordship thirteen upon death father Lord Rickon 121 AC . During minority uncle Bennard ruled North regent 124 AC Cregan turned sixteen find uncle slow surrender power . Relations two grew strained young lord chafed limit imposed upon father ’ brother . Finally 126 AC Cregan Stark rose imprisoned Bennard three son took rule North hand . Soon wed Lady Arra Norrey beloved companion since childhood die 128 AC whilst giving birth son heir Cregan named Rickon father .,"['In', 'fullness', 'time', 'Cregan', 'Stark', 'would', 'become', 'known', 'Old', 'Man', 'North', 'Lord', 'Winterfell', 'one', 'twenty', 'Prince', 'Jacaerys', 'came', '129', 'AC', '.', 'Cregan', 'come', 'lordship', 'thirteen', 'upon', 'death', 'father', 'Lord', 'Rickon', '121', 'AC', '.', 'During', 'minority', 'uncle', 'Bennard', 'ruled', 'North', 'regent', '124', 'AC', 'Cregan', 'turned', 'sixteen', 'find', 'uncle', 'slow', 'surrender', 'power', '.', 'Relations', 'two', 'grew', 'strained', 'young', 'lord', 'chafed', 'limit', 'imposed', 'upon', 'father', '’', 'brother', '.', 'Finally', '126', 'AC', 'Cregan', 'Stark', 'rose', 'imprisoned', 'Bennard', 'three', 'son', 'took', 'rule', 'North', 'hand', '.', 'Soon', 'wed', 'Lady', 'Arra', 'Norrey', 'beloved', 'companion', 'since', 'childhood', 'die', '128', 'AC', 'whilst', 'giving', 'birth', 'son', 'heir', 'Cregan', 'named', 'Rickon', 'father', '.']",102
2570,Autumn well advanced Prince Dragonstone came Winterfell . The snow lay deep upon ground cold wind howling north Lord Stark midst preparation coming winter yet gave Jacaerys warm welcome . Snow ice cold made Vermax ill tempered said prince linger long amongst northman many curious tale came short sojourn .,"['Autumn', 'well', 'advanced', 'Prince', 'Dragonstone', 'came', 'Winterfell', '.', 'The', 'snow', 'lay', 'deep', 'upon', 'ground', 'cold', 'wind', 'howling', 'north', 'Lord', 'Stark', 'midst', 'preparation', 'coming', 'winter', 'yet', 'gave', 'Jacaerys', 'warm', 'welcome', '.', 'Snow', 'ice', 'cold', 'made', 'Vermax', 'ill', 'tempered', 'said', 'prince', 'linger', 'long', 'amongst', 'northman', 'many', 'curious', 'tale', 'came', 'short', 'sojourn', '.']",50
2571,Munkun ’ True Telling say Cregan Jacaerys took liking boy prince reminded Lord Winterfell younger brother died ten year . They drank together hunted together trained together swore oath brotherhood sealed blood . This seems credible Septon Eustace ’ version wherein prince spends visit attempting persuade Lord Cregan give false god accept worship Seven .,"['Munkun', '’', 'True', 'Telling', 'say', 'Cregan', 'Jacaerys', 'took', 'liking', 'boy', 'prince', 'reminded', 'Lord', 'Winterfell', 'younger', 'brother', 'died', 'ten', 'year', '.', 'They', 'drank', 'together', 'hunted', 'together', 'trained', 'together', 'swore', 'oath', 'brotherhood', 'sealed', 'blood', '.', 'This', 'seems', 'credible', 'Septon', 'Eustace', '’', 'version', 'wherein', 'prince', 'spends', 'visit', 'attempting', 'persuade', 'Lord', 'Cregan', 'give', 'false', 'god', 'accept', 'worship', 'Seven', '.']",55
2572,But turn Mushroom find tale chronicle omit fail u . His account introduces young maiden “ wolf girl ” dub name Sara Snow . So smitten Prince Jacaerys creature bastard daughter late Lord Rickon Stark lay night . On learning guest claimed maidenhead bastard sister Lord Cregan became wroth softened Sara Snow told,"['But', 'turn', 'Mushroom', 'find', 'tale', 'chronicle', 'omit', 'fail', 'u', '.', 'His', 'account', 'introduces', 'young', 'maiden', '“', 'wolf', 'girl', '”', 'dub', 'name', 'Sara', 'Snow', '.', 'So', 'smitten', 'Prince', 'Jacaerys', 'creature', 'bastard', 'daughter', 'late', 'Lord', 'Rickon', 'Stark', 'lay', 'night', '.', 'On', 'learning', 'guest', 'claimed', 'maidenhead', 'bastard', 'sister', 'Lord', 'Cregan', 'became', 'wroth', 'softened', 'Sara', 'Snow', 'told']",53
2574,prince taken wife . They spoken vow Winterfell ’ godswood heart tree given wrapped fur amidst snow old god looked .,"['prince', 'taken', 'wife', '.', 'They', 'spoken', 'vow', 'Winterfell', '’', 'godswood', 'heart', 'tree', 'given', 'wrapped', 'fur', 'amidst', 'snow', 'old', 'god', 'looked', '.']",21
